ubigeo,distrito,departamen,poblacion,ipress_per_10k,atenciones_per_10k,dist_mediana_km,pct_ccpp_10km,indice_baseline,quintil_baseline,etiqueta_baseline,indice_alternativo,quintil_alternativo,etiqueta_alternativo,cambio_quintil,cambio_abs
030215,SANTA MARIA DE CHICMO,APURIMAC,9864.0,8.1103,0.0,14.049,7.25,0.5024,3,Medium,0.489,3,Medium,0.0,0.0
081201,URCOS,CUSCO,9412.0,2.1249,0.0,37.058,0.0,0.2277,1,Very low,0.2334,1,Very low,0.0,0.0
030213,SAN JERONIMO,APURIMAC,29017.0,3.4463,0.0,8.787,57.58,0.4262,2,Low,0.4242,2,Low,0.0,0.0
030201,ANDAHUAYLAS,APURIMAC,46760.0,4.491,14392.6433,5.662,63.64,0.6884,5,Very high,0.6541,5,Very high,0.0,0.0
081005,HUANOQUITE,CUSCO,5700.0,1.7544,0.0,20.269,1.35,0.2916,1,Very low,0.309,1,Very low,0.0,0.0
210307,ITUATA,PUNO,6501.0,4.6147,0.0,93.27,0.0,0.2327,1,Very low,0.3048,1,Very low,0.0,0.0
090602,AYAVI,HUANCAVELICA,597.0,33.5008,0.0,11.641,30.61,0.6607,5,Very high,0.6552,5,Very high,0.0,0.0
210703,CALAPUJA,PUNO,1506.0,6.6401,0.0,16.715,5.88,0.4503,3,Medium,0.4527,3,Medium,0.0,0.0
150516,ZUÑIGA,LIMA,1912.0,15.6904,0.0,45.707,0.0,0.4544,3,Medium,0.485,3,Medium,0.0,0.0
110204,CHINCHA BAJA,ICA,12536.0,2.3931,0.0,8.768,60.32,0.3964,2,Low,0.3968,2,Low,0.0,0.0
090404,CAPILLAS,HUANCAVELICA,1452.0,27.5482,13.7741,6.14,79.26,0.8384,5,Very high,0.8271,5,Very high,0.0,0.0
090118,ASCENSION,HUANCAVELICA,12711.0,3.9336,36943.5922,15.693,31.46,0.5856,4,High,0.6131,4,High,0.0,0.0
110201,CHINCHA ALTA,ICA,65322.0,6.7359,28303.7874,1.765,100.0,0.8065,5,Very high,0.7915,5,Very high,0.0,0.0
150512,QUILMANA,LIMA,15823.0,1.264,0.0,12.371,14.63,0.3393,1,Very low,0.3213,1,Very low,0.0,0.0
080901,SANTA ANA,CUSCO,35206.0,11.0777,21244.3902,6.217,94.39,0.8198,5,Very high,0.8293,5,Very high,0.0,0.0
090201,ACOBAMBA,HUANCAVELICA,10258.0,11.6982,2301.6182,3.434,100.0,0.8366,5,Very high,0.8414,5,Very high,0.0,0.0
090203,ANTA,HUANCAVELICA,9711.0,11.3274,0.0,3.895,100.0,0.6565,5,Very high,0.667,5,Very high,0.0,0.0
030604,HUACCANA,APURIMAC,9142.0,9.8447,0.0,18.178,6.8,0.5028,3,Medium,0.5175,3,Medium,0.0,0.0
050511,ORONCCOY,AYACUCHO,1853.0,0.0,0.0,30.861,0.0,0.2245,1,Very low,0.2094,1,Very low,0.0,0.0
050406,SANTILLANA,AYACUCHO,4906.0,8.1533,0.0,14.815,12.36,0.4974,3,Medium,0.4962,3,Medium,0.0,0.0
050408,LLOCHEGUA,AYACUCHO,11372.0,7.9142,0.0,14.512,15.56,0.4937,3,Medium,0.4953,3,Medium,0.0,0.0
060201,CAJABAMBA,CAJAMARCA,30798.0,2.2729,2143.6457,4.548,100.0,0.6133,4,High,0.6337,4,High,0.0,0.0
160603,PADRE MARQUEZ,LORETO,7901.0,6.3283,0.0,56.652,0.0,0.2998,1,Very low,0.3516,1,Very low,0.0,0.0
010109,LA JALCA,AMAZONAS,5513.0,16.325,0.0,28.95,0.0,0.5129,3,Medium,0.4898,3,Medium,0.0,0.0
140309,PACORA,LAMBAYEQUE,7299.0,2.7401,0.0,23.997,0.0,0.2977,1,Very low,0.2521,1,Very low,0.0,0.0
010604,HUAMBO,AMAZONAS,2542.0,11.8017,0.0,7.445,85.37,0.6122,4,High,0.6245,4,High,0.0,0.0
220104,JEPELACIO,SAN MARTIN,22049.0,4.5354,1747.9251,5.527,91.53,0.6622,5,Very high,0.6566,5,Very high,0.0,0.0
070105,LA PUNTA,CALLAO,3184.0,18.8442,0.0,3.881,100.0,0.7184,5,Very high,0.7287,5,Very high,0.0,0.0
150121,PUEBLO LIBRE,LIMA,77322.0,17.4595,23402.0072,0.223,100.0,0.9475,5,Very high,0.922,5,Very high,0.0,0.0
090714,SALCABAMBA,HUANCAVELICA,4584.0,10.9075,113.438,4.771,100.0,0.7807,5,Very high,0.8033,5,Very high,0.0,0.0
150140,SANTIAGO DE SURCO,LIMA,363183.0,9.6645,3304.6701,1.814,100.0,0.8364,5,Very high,0.8223,5,Very high,0.0,0.0
150116,LINCE,LIMA,49833.0,49.3649,3959.2238,0.598,100.0,0.9669,5,Very high,0.9429,5,Very high,0.0,0.0
150130,SAN BORJA,LIMA,114479.0,19.1301,16397.942,0.426,100.0,0.9523,5,Very high,0.9275,5,Very high,0.0,0.0
090103,ACORIA,HUANCAVELICA,37509.0,7.4649,33.3253,4.602,88.14,0.7192,5,Very high,0.6965,5,Very high,0.0,0.0
150120,MAGDALENA DEL MAR,LIMA,55786.0,23.4826,1177.5356,0.684,100.0,0.9261,5,Very high,0.9026,5,Very high,0.0,0.0
150131,SAN ISIDRO,LIMA,54298.0,53.5931,44714.5383,0.654,100.0,0.9924,5,Very high,0.9687,5,Very high,0.0,0.0
120119,HUANCAN,JUNIN,21744.0,0.9198,0.0,2.894,100.0,0.442,2,Low,0.4389,2,Low,0.0,0.0
090510,PACHAMARCA,HUANCAVELICA,2917.0,20.5691,7514.5698,5.749,86.0,0.8871,5,Very high,0.8768,5,Very high,0.0,0.0
120909,YANACANCHA,JUNIN,3547.0,5.6386,0.0,36.24,0.0,0.3294,1,Very low,0.3326,1,Very low,0.0,0.0
081210,OCONGATE,CUSCO,15889.0,1.2587,0.0,61.925,0.0,0.1588,1,Very low,0.217,1,Very low,0.0,0.0
160101,IQUITOS,LORETO,151072.0,6.2222,7200.4078,11.393,42.11,0.6664,5,Very high,0.6706,5,Very high,0.0,0.0
020106,JANGAS,ANCASH,5106.0,5.8754,0.0,10.144,42.22,0.4799,3,Medium,0.473,3,Medium,0.0,0.0
240201,ZORRITOS,TUMBES,12785.0,3.9108,2258.115,9.012,55.81,0.6069,4,High,0.604,4,High,0.0,0.0
220510,TABALOSOS,SAN MARTIN,13492.0,2.9647,2458.4939,8.369,63.08,0.5873,4,High,0.5859,4,High,0.0,0.0
020302,ACZO,ANCASH,2130.0,14.0845,0.0,26.01,0.0,0.506,3,Medium,0.4708,3,Medium,0.0,0.0
021003,CAJAY,ANCASH,2552.0,7.837,0.0,4.084,80.49,0.6001,4,High,0.5596,4,High,0.0,0.0
120414,LLOCLLAPAMPA,JUNIN,1001.0,19.98,0.0,14.504,15.0,0.6124,4,High,0.6122,4,High,0.0,0.0
120434,YAUYOS,JUNIN,9360.0,2.1368,0.0,3.343,100.0,0.4564,3,Medium,0.4596,3,Medium,0.0,0.0
150703,CALLAHUANCA,LIMA,4357.0,2.2952,0.0,14.485,0.0,0.3445,1,Very low,0.2387,1,Very low,0.0,0.0
120404,ATAURA,JUNIN,1155.0,8.658,0.0,5.716,100.0,0.5932,4,High,0.6288,4,High,0.0,0.0
150139,SANTA ROSA,LIMA,20112.0,0.9944,0.0,5.268,100.0,0.4092,2,Low,0.4398,2,Low,0.0,0.0
020102,COCHABAMBA,ANCASH,1983.0,15.1286,0.0,30.158,0.0,0.4986,3,Medium,0.4801,3,Medium,0.0,0.0
010508,LONYA CHICO,AMAZONAS,961.0,31.2175,0.0,12.71,15.38,0.6495,5,Very high,0.6368,5,Very high,0.0,0.0
240105,SAN JACINTO,TUMBES,8704.0,6.8934,0.0,10.463,48.28,0.5042,3,Medium,0.5066,3,Medium,0.0,0.0
060605,LA RAMADA,CAJAMARCA,4862.0,16.4541,0.0,34.236,0.0,0.4921,3,Medium,0.4907,3,Medium,0.0,0.0
010101,CHACHAPOYAS,AMAZONAS,29171.0,12.341,19686.6751,4.687,100.0,0.8562,5,Very high,0.8782,5,Very high,0.0,0.0
010607,MARISCAL BENAVIDES,AMAZONAS,1376.0,14.5349,0.0,6.664,90.91,0.6506,5,Very high,0.6609,5,Very high,0.0,0.0
060612,SANTO DOMINGO DE LA CAPILLA,CAJAMARCA,5649.0,21.2427,0.0,16.744,2.63,0.6005,4,High,0.5974,4,High,0.0,0.0
020804,YAUTAN,ANCASH,8531.0,2.3444,0.0,33.648,0.0,0.2437,1,Very low,0.2396,1,Very low,0.0,0.0
240103,LA CRUZ,TUMBES,9444.0,4.2355,68.8268,10.022,50.0,0.5763,4,High,0.5764,4,High,0.0,0.0
240303,MATAPALO,TUMBES,2529.0,3.9541,0.0,10.645,47.37,0.4219,2,Low,0.4252,2,Low,0.0,0.0
010206,LA PECA,AMAZONAS,8048.0,7.4553,0.0,10.324,37.5,0.5196,3,Medium,0.5104,3,Medium,0.0,0.0
090601,HUAYTARA,HUANCAVELICA,2108.0,14.2315,3833.0171,7.028,62.14,0.8222,5,Very high,0.807,5,Very high,0.0,0.0
080108,WANCHAQ,CUSCO,65188.0,22.5502,32013.8676,1.336,100.0,0.9628,5,Very high,0.9429,5,Very high,0.0,0.0
090615,SANTO DOMINGO DE CAPILLAS,HUANCAVELICA,982.0,30.5499,0.0,20.364,0.0,0.5966,4,High,0.5295,4,High,0.0,0.0
100801,PANAO,HUANUCO,25270.0,1.9786,0.0,25.203,11.93,0.2685,1,Very low,0.3295,1,Very low,0.0,0.0
061308,SAUCEPAMPA,CAJAMARCA,1848.0,10.8225,0.0,32.07,0.0,0.4469,2,Low,0.4355,2,Low,0.0,0.0
090411,SANTA ANA,HUANCAVELICA,2195.0,22.779,72.8929,15.668,27.48,0.7499,5,Very high,0.7729,5,Very high,0.0,0.0
220902,ALBERTO LEVEAU,SAN MARTIN,645.0,31.0078,0.0,6.892,100.0,0.7021,5,Very high,0.7559,5,Very high,0.0,0.0
080706,LLUSCO,CUSCO,7173.0,5.5765,0.0,11.024,36.0,0.4637,3,Medium,0.4593,3,Medium,0.0,0.0
220913,SAUCE,SAN MARTIN,16808.0,1.7849,995.3594,3.469,100.0,0.6053,4,High,0.6102,4,High,0.0,0.0
210213,SAN JUAN DE SALINAS,PUNO,4430.0,2.2573,0.0,14.519,20.0,0.3427,1,Very low,0.3507,1,Very low,0.0,0.0
211003,PEDRO VILCA APAZA,PUNO,3054.0,3.2744,0.0,14.844,13.89,0.3687,2,Low,0.3701,2,Low,0.0,0.0
100804,UMARI,HUANUCO,22098.0,1.8101,0.0,21.974,0.0,0.2839,1,Very low,0.2266,1,Very low,0.0,0.0
190306,PUERTO BERMUDEZ,PASCO,18016.0,12.7664,286.4121,15.539,30.0,0.7061,5,Very high,0.7307,5,Very high,0.0,0.0
131104,SAYAPULLO,LA LIBERTAD,7994.0,5.0038,0.0,29.128,0.0,0.3382,1,Very low,0.3154,1,Very low,0.0,0.0
190305,POZUZO,PASCO,9818.0,14.2595,736.4025,5.569,97.17,0.8209,5,Very high,0.8245,5,Very high,0.0,0.0
190303,HUANCABAMBA,PASCO,6628.0,12.07,3883.5244,2.818,92.31,0.8601,5,Very high,0.8176,5,Very high,0.0,0.0
080804,OCORURO,CUSCO,1588.0,6.2972,0.0,42.094,0.0,0.3296,1,Very low,0.35,1,Very low,0.0,0.0
050409,CANAYRE,AYACUCHO,3091.0,9.7056,0.0,30.086,0.0,0.4403,2,Low,0.4213,2,Low,0.0,0.0
050510,ANCHIHUAY,AYACUCHO,5640.0,3.5461,0.0,27.09,0.0,0.3067,1,Very low,0.2752,1,Very low,0.0,0.0
050501,SAN MIGUEL,AYACUCHO,9248.0,6.4879,159550.173,6.539,70.54,0.7397,5,Very high,0.7233,5,Very high,0.0,0.0
050509,SAMUGARI,AYACUCHO,10772.0,3.7133,0.0,23.593,0.0,0.3282,1,Very low,0.2804,1,Very low,0.0,0.0
050502,ANCO,AYACUCHO,11144.0,7.1788,0.0,30.96,0.0,0.3888,2,Low,0.3742,2,Low,0.0,0.0
131102,LUCMA,LA LIBERTAD,7210.0,6.9348,0.0,28.074,0.0,0.3945,2,Low,0.368,2,Low,0.0,0.0
090106,HUACHOCOLPA,HUANCAVELICA,2886.0,6.93,0.0,14.507,21.59,0.4732,3,Medium,0.483,3,Medium,0.0,0.0
030207,KISHUARA,APURIMAC,9356.0,7.4818,0.0,24.005,0.0,0.4273,2,Low,0.3819,2,Low,0.0,0.0
120201,CONCEPCION,JUNIN,15010.0,1.9987,5049.9667,1.88,100.0,0.6535,5,Very high,0.6403,5,Very high,0.0,0.0
080106,SANTIAGO,CUSCO,91838.0,4.5733,2586.4021,5.838,100.0,0.6649,5,Very high,0.7025,5,Very high,0.0,0.0
090604,HUAYACUNDO ARMA,HUANCAVELICA,469.0,21.322,0.0,9.178,75.76,0.6616,5,Very high,0.678,5,Very high,0.0,0.0
090113,NUEVO OCCORO,HUANCAVELICA,2728.0,7.3314,32.9912,5.455,93.63,0.7053,5,Very high,0.7014,5,Very high,0.0,0.0
090108,IZCUCHACA,HUANCAVELICA,868.0,11.5207,460.8295,1.121,100.0,0.8419,5,Very high,0.8214,5,Very high,0.0,0.0
150515,SANTA CRUZ DE FLORES,LIMA,2898.0,3.4507,0.0,8.468,84.0,0.4285,2,Low,0.4486,2,Low,0.0,0.0
090104,CONAYCA,HUANCAVELICA,1212.0,8.2508,24.7525,3.861,100.0,0.7445,5,Very high,0.7543,5,Very high,0.0,0.0
090511,COSME,HUANCAVELICA,4141.0,7.2446,20584.3999,2.649,100.0,0.808,5,Very high,0.8013,5,Very high,0.0,0.0
150709,HUAROCHIRI,LIMA,1251.0,15.9872,0.0,32.311,0.0,0.4967,3,Medium,0.4868,3,Medium,0.0,0.0
150720,SAN JUAN DE TANTARANCHE,LIMA,477.0,41.9287,0.0,33.909,0.0,0.5391,4,High,0.5359,4,High,0.0,0.0
060203,CONDEBAMBA,CAJAMARCA,14006.0,3.5699,0.0,10.319,44.3,0.4153,2,Low,0.4132,2,Low,0.0,0.0
210707,PARATIA,PUNO,9675.0,2.0672,0.0,36.971,0.0,0.2263,1,Very low,0.2318,1,Very low,0.0,0.0
060904,LA COIPA,CAJAMARCA,21056.0,8.0737,23.2713,2.047,100.0,0.7621,5,Very high,0.7498,5,Very high,0.0,0.0
060811,SAN JOSE DEL ALTO,CAJAMARCA,7209.0,11.0972,939.1039,2.534,100.0,0.8306,5,Very high,0.8227,5,Very high,0.0,0.0
060802,BELLAVISTA,CAJAMARCA,15310.0,5.8785,1809.9282,5.168,91.09,0.7037,5,Very high,0.6931,5,Very high,0.0,0.0
010705,JAMALCA,AMAZONAS,8243.0,13.3447,0.0,23.807,0.0,0.5104,3,Medium,0.464,3,Medium,0.0,0.0
010518,SAN JERONIMO,AMAZONAS,880.0,11.3636,0.0,10.686,44.12,0.5772,4,High,0.5786,4,High,0.0,0.0
220602,CAMPANILLA,SAN MARTIN,7672.0,9.1241,31.2826,8.306,56.79,0.7018,5,Very high,0.694,5,Very high,0.0,0.0
130303,CONDORMARCA,LA LIBERTAD,2047.0,4.8852,0.0,30.706,0.0,0.3281,1,Very low,0.3123,1,Very low,0.0,0.0
130813,URPAY,LA LIBERTAD,2809.0,7.12,0.0,10.799,30.0,0.5068,3,Medium,0.4947,3,Medium,0.0,0.0
221004,SHUNTE,SAN MARTIN,983.0,10.1729,0.0,32.096,0.0,0.4394,2,Low,0.4282,2,Low,0.0,0.0
131007,SANTA CRUZ DE CHUCA,LA LIBERTAD,3222.0,9.311,0.0,28.696,0.0,0.4371,2,Low,0.4125,2,Low,0.0,0.0
120804,MARCAPOMACOCHA,JUNIN,1297.0,23.1303,0.0,39.222,0.0,0.503,3,Medium,0.5154,3,Medium,0.0,0.0
030216,TALAVERA,APURIMAC,18478.0,4.3295,0.0,7.81,76.79,0.4587,3,Medium,0.4648,3,Medium,0.0,0.0
030608,RANRACANCHA,APURIMAC,5377.0,11.1586,0.0,14.097,3.23,0.5478,4,High,0.5273,4,High,0.0,0.0
080107,SAYLLA,CUSCO,5599.0,1.786,0.0,9.496,57.14,0.3733,2,Low,0.3765,2,Low,0.0,0.0
090105,CUENCA,HUANCAVELICA,1942.0,15.448,0.0,6.758,100.0,0.6578,5,Very high,0.7092,5,Very high,0.0,0.0
090116,VILCA,HUANCAVELICA,3060.0,13.0719,6.5359,5.614,88.0,0.7807,5,Very high,0.7703,5,Very high,0.0,0.0
100323,YANAS,HUANUCO,3339.0,2.9949,0.0,30.554,0.0,0.2748,1,Very low,0.2586,1,Very low,0.0,0.0
150124,PUCUSANA,LIMA,18284.0,1.6408,0.0,27.327,0.0,0.2521,1,Very low,0.2218,1,Very low,0.0,0.0
021710,TICAPAMPA,ANCASH,2232.0,8.9606,0.0,5.381,88.89,0.6019,4,High,0.5901,4,High,0.0,0.0
101004,QUEROPALCA,HUANUCO,3090.0,3.2362,0.0,31.648,0.0,0.2784,1,Very low,0.2656,1,Very low,0.0,0.0
120202,ACO,JUNIN,1592.0,18.8442,0.0,10.56,50.0,0.6396,5,Very high,0.6462,5,Very high,0.0,0.0
020501,CHIQUIAN,ANCASH,3587.0,5.5757,933.9281,4.629,88.76,0.6927,5,Very high,0.671,5,Very high,0.0,0.0
060103,CHETILLA,CAJAMARCA,4319.0,2.3154,81.0373,2.252,100.0,0.6147,4,High,0.604,4,High,0.0,0.0
130301,BOLIVAR,LA LIBERTAD,4921.0,4.0642,1119.6911,6.564,65.57,0.6279,4,High,0.6088,4,High,0.0,0.0
090119,HUANDO,HUANCAVELICA,7695.0,9.0968,80.5718,4.176,94.44,0.7607,5,Very high,0.7394,5,Very high,0.0,0.0
130403,PUEBLO NUEVO,LA LIBERTAD,15458.0,1.9407,0.0,8.06,54.0,0.3893,2,Low,0.3761,2,Low,0.0,0.0
220601,JUANJUI,SAN MARTIN,26662.0,6.3761,15947.0407,6.126,83.87,0.7328,5,Very high,0.7254,5,Very high,0.0,0.0
090110,MANTA,HUANCAVELICA,1876.0,15.9915,85.2878,2.96,100.0,0.8539,5,Very high,0.8522,5,Very high,0.0,0.0
151029,TAURIPAMPA,LIMA,405.0,24.6914,0.0,49.559,0.0,0.4799,3,Medium,0.5206,3,Medium,0.0,0.0
081211,OROPESA,CUSCO,7428.0,1.3463,0.0,14.464,0.0,0.3238,1,Very low,0.2179,1,Very low,0.0,0.0
120111,CHUPURO,JUNIN,1752.0,17.1233,0.0,13.656,41.18,0.6062,4,High,0.6279,4,High,0.0,0.0
150108,CHORRILLOS,LIMA,341322.0,4.1603,3822.5195,1.579,100.0,0.7151,5,Very high,0.6977,5,Very high,0.0,0.0
021701,RECUAY,ANCASH,4372.0,4.5746,12358.1885,4.236,98.51,0.7091,5,Very high,0.6978,5,Very high,0.0,0.0
090709,HUARIBAMBA,HUANCAVELICA,4472.0,13.4168,40.2504,5.671,100.0,0.7901,5,Very high,0.8253,5,Very high,0.0,0.0
080808,ALTO PICHIGUA,CUSCO,3171.0,3.1536,0.0,16.296,9.76,0.3555,1,Very low,0.361,1,Very low,0.0,0.0
120128,QUILCAS,JUNIN,4268.0,4.686,0.0,13.322,30.56,0.421,2,Low,0.4297,2,Low,0.0,0.0
120423,PACCHA,JUNIN,1805.0,22.1607,0.0,11.178,37.04,0.6439,5,Very high,0.6422,5,Very high,0.0,0.0
040603,CAYARANI,AREQUIPA,3046.0,9.849,0.0,48.696,0.0,0.3848,2,Low,0.4234,2,Low,0.0,0.0
080806,PICHIGUA,CUSCO,3629.0,5.5112,0.0,15.189,17.93,0.428,2,Low,0.4386,2,Low,0.0,0.0
081204,CCARHUAYO,CUSCO,3173.0,3.1516,0.0,60.532,0.0,0.206,1,Very low,0.2626,1,Very low,0.0,0.0
080104,SAN JERONIMO,CUSCO,48224.0,3.3179,0.0,4.95,93.06,0.4676,3,Medium,0.4564,3,Medium,0.0,0.0
150141,SURQUILLO,LIMA,92908.0,13.7771,2317.5615,0.778,100.0,0.888,5,Very high,0.865,5,Very high,0.0,0.0
150706,CUENCA,LIMA,397.0,75.5668,0.0,33.527,0.0,0.5462,4,High,0.5407,4,High,0.0,0.0
150104,BARRANCO,LIMA,29424.0,10.1958,0.0,1.218,100.0,0.6749,5,Very high,0.6546,5,Very high,0.0,0.0
150122,MIRAFLORES,LIMA,82898.0,36.7922,59118.9172,0.522,100.0,0.9882,5,Very high,0.9639,5,Very high,0.0,0.0
151021,MIRAFLORES,LIMA,447.0,22.3714,0.0,67.034,0.0,0.4516,3,Medium,0.5138,3,Medium,0.0,0.0
150711,LANGA,LIMA,822.0,24.3309,0.0,36.139,0.0,0.5165,3,Medium,0.5194,3,Medium,0.0,0.0
120903,CHONGOS BAJO,JUNIN,4006.0,4.9925,0.0,12.888,38.18,0.4322,2,Low,0.4452,2,Low,0.0,0.0
101104,APARICIO POMARES,HUANUCO,5488.0,5.4665,0.0,32.153,0.0,0.3379,1,Very low,0.3271,1,Very low,0.0,0.0
150133,SAN JUAN DE MIRAFLORES,LIMA,422389.0,7.5286,4453.5014,1.47,100.0,0.8093,5,Very high,0.7904,5,Very high,0.0,0.0
150143,VILLA MARIA DEL TRIUNFO,LIMA,473036.0,3.9955,6973.4227,2.327,100.0,0.7119,5,Very high,0.7018,5,Very high,0.0,0.0
150731,SANTO DOMINGO DE LOS OLLEROS,LIMA,5026.0,9.9483,0.0,41.176,0.0,0.4081,2,Low,0.4255,2,Low,0.0,0.0
080105,SAN SEBASTIAN,CUSCO,118312.0,2.3666,317.9728,2.786,100.0,0.6227,4,High,0.6175,4,High,0.0,0.0
150601,HUARAL,LIMA,104610.0,3.6325,9362.4892,5.637,78.5,0.6621,5,Very high,0.6416,5,Very high,0.0,0.0
090605,LARAMARCA,HUANCAVELICA,823.0,24.3013,0.0,46.294,0.0,0.4864,3,Medium,0.5192,3,Medium,0.0,0.0
151009,CHOCOS,LIMA,1236.0,8.0906,0.0,32.354,0.0,0.4026,2,Low,0.3928,2,Low,0.0,0.0
080102,CCORCA,CUSCO,2483.0,4.0274,0.0,12.867,18.18,0.4069,2,Low,0.3996,2,Low,0.0,0.0
030209,PACUCHA,APURIMAC,9833.0,6.1019,0.0,10.413,45.12,0.4826,3,Medium,0.4823,3,Medium,0.0,0.0
030109,TAMBURCO,APURIMAC,9894.0,3.0321,0.0,5.236,100.0,0.4568,3,Medium,0.486,3,Medium,0.0,0.0
030101,ABANCAY,APURIMAC,56871.0,14.2428,22585.1488,4.339,96.26,0.8813,5,Very high,0.8667,5,Very high,0.0,0.0
030603,COCHARCAS,APURIMAC,2742.0,10.9409,0.0,12.426,15.15,0.5581,4,High,0.5425,4,High,0.0,0.0
081208,LUCRE,CUSCO,4051.0,2.4685,0.0,21.178,0.0,0.3067,1,Very low,0.245,1,Very low,0.0,0.0
210112,PLATERIA,PUNO,7674.0,9.1217,0.0,10.272,46.92,0.5497,4,High,0.5488,4,High,0.0,0.0
030502,COTABAMBAS,APURIMAC,4274.0,9.3589,0.0,27.764,0.0,0.4417,2,Low,0.4129,2,Low,0.0,0.0
030107,PICHIRHUA,APURIMAC,4028.0,22.3436,0.0,18.206,15.0,0.5929,4,High,0.6189,4,High,0.0,0.0
081207,HUARO,CUSCO,4508.0,6.6548,6.6548,34.527,0.0,0.49,3,Medium,0.4893,3,Medium,0.0,0.0
110109,SAN JOSE DE LOS MOLINOS,ICA,6360.0,6.2893,0.0,13.43,21.28,0.4629,3,Medium,0.4644,3,Medium,0.0,0.0
090611,SAN FRANCISCO DE SANGAYAICO,HUANCAVELICA,557.0,53.86,0.0,22.353,0.0,0.5945,4,High,0.539,4,High,0.0,0.0
110505,PARACAS,ICA,7390.0,8.1191,0.0,16.152,14.81,0.4874,3,Medium,0.498,3,Medium,0.0,0.0
220403,EL ESLABON,SAN MARTIN,3965.0,5.0441,2897.8562,4.178,100.0,0.7051,5,Very high,0.7187,5,Very high,0.0,0.0
030503,COYLLURQUI,APURIMAC,8629.0,9.2711,0.0,27.422,0.0,0.4415,2,Low,0.4118,2,Low,0.0,0.0
030103,CIRCA,APURIMAC,2515.0,15.9046,0.0,33.604,0.0,0.4909,3,Medium,0.4862,3,Medium,0.0,0.0
030415,TINTAY,APURIMAC,3213.0,12.4494,0.0,37.638,0.0,0.4476,3,Medium,0.4553,3,Medium,0.0,0.0
081206,CUSIPATA,CUSCO,4795.0,4.171,0.0,48.964,0.0,0.2537,1,Very low,0.2934,1,Very low,0.0,0.0
081004,COLCHA,CUSCO,1189.0,16.8209,0.0,33.304,0.0,0.4987,3,Medium,0.4925,3,Medium,0.0,0.0
090117,YAULI,HUANCAVELICA,34557.0,6.945,10532.4536,3.697,100.0,0.7812,5,Very high,0.7878,5,Very high,0.0,0.0
090208,ROSARIO,HUANCAVELICA,7985.0,12.5235,179.0858,1.076,100.0,0.8486,5,Very high,0.8278,5,Very high,0.0,0.0
151012,HONGOS,LIMA,388.0,25.7732,0.0,30.303,0.0,0.5407,4,High,0.5231,4,High,0.0,0.0
150509,MALA,LIMA,35929.0,3.0616,6219.2101,3.603,100.0,0.6676,5,Very high,0.6736,5,Very high,0.0,0.0
220405,SACANCHE,SAN MARTIN,2602.0,3.8432,3639.5081,2.918,89.39,0.6886,5,Very high,0.6437,5,Very high,0.0,0.0
090303,CALLANMARCA,HUANCAVELICA,757.0,13.21,581.2417,2.347,100.0,0.8518,5,Very high,0.842,5,Very high,0.0,0.0
090403,AURAHUA,HUANCAVELICA,2275.0,8.7912,0.0,17.002,19.89,0.4921,3,Medium,0.5175,3,Medium,0.0,0.0
151020,MADEAN,LIMA,804.0,12.4378,0.0,16.939,9.52,0.5428,4,High,0.5529,4,High,0.0,0.0
090304,CCOCHACCASA,HUANCAVELICA,2665.0,18.7617,52.5328,4.226,100.0,0.8493,5,Very high,0.8642,5,Very high,0.0,0.0
150113,JESUS MARIA,LIMA,72804.0,37.7726,59730.2346,0.753,100.0,0.9881,5,Very high,0.9649,5,Very high,0.0,0.0
150513,SAN ANTONIO,LIMA,4371.0,2.2878,0.0,6.754,65.62,0.413,2,Low,0.3966,2,Low,0.0,0.0
151031,TUPE,LIMA,648.0,15.4321,0.0,39.847,0.0,0.4693,3,Medium,0.4829,3,Medium,0.0,0.0
090102,ACOBAMBILLA,HUANCAVELICA,4730.0,12.685,40.1691,7.42,61.86,0.7588,5,Very high,0.7472,5,Very high,0.0,0.0
150502,ASIA,LIMA,9902.0,4.0396,0.0,14.268,16.42,0.3968,2,Low,0.398,2,Low,0.0,0.0
090202,ANDABAMBA,HUANCAVELICA,5758.0,6.9469,0.0,3.898,100.0,0.5837,4,High,0.5944,4,High,0.0,0.0
170102,INAMBARI,MADRE DE DIOS,10818.0,12.017,0.0,111.182,0.0,0.3736,2,Low,0.4492,2,Low,0.0,0.0
090114,PALCA,HUANCAVELICA,3214.0,15.5569,1988.1767,2.617,100.0,0.8857,5,Very high,0.8788,5,Very high,0.0,0.0
090206,PAUCARA,HUANCAVELICA,38507.0,2.8566,2351.5205,4.083,100.0,0.6393,5,Very high,0.6515,5,Very high,0.0,0.0
151023,PUTINZA,LIMA,489.0,20.4499,0.0,54.954,0.0,0.4586,3,Medium,0.5084,3,Medium,0.0,0.0
080905,OCOBAMBA,CUSCO,6852.0,4.3783,0.0,35.018,0.0,0.2966,1,Very low,0.2977,1,Very low,0.0,0.0
151006,CACRA,LIMA,383.0,52.2193,0.0,32.428,0.0,0.5475,4,High,0.5384,4,High,0.0,0.0
151008,CATAHUASI,LIMA,943.0,10.6045,0.0,40.689,0.0,0.4176,2,Low,0.434,2,Low,0.0,0.0
120420,MUQUI,JUNIN,960.0,10.4167,0.0,9.46,66.67,0.5795,4,High,0.5901,4,High,0.0,0.0
120207,HEROINAS TOLEDO,JUNIN,1193.0,8.3822,0.0,8.976,76.19,0.5506,4,High,0.5657,4,High,0.0,0.0
